INPUT:headline	OUTPUT:hum	OUTPUT:gram	GOLDEN:hum	GOLDEN:gram	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
depressing new studies show europe ’ s mars probe exploded into pieces	3	1	0	3			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0deacbe11c72949135	63ab0d09-69b9-4046-b40f-3d9aaf8b7910	0001a3b225--61324f0deacbe11c72949135	95543b733024b0cae64c3cc5952b9130	APPROVED	2021-09-03T16:36:29.671
Didi Gregorius keeps getting seconder — and just stays buried	1	2	0	0			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0deacbe11c72949135	961697ea-4897-4714-a54c-fd066a63beb9	0001a3b225--61324f0deacbe11c72949135	95543b733024b0cae64c3cc5952b9130	APPROVED	2021-09-03T16:36:29.671
Exclusive : as Democratic divisions general target Trump , Republican AGS target them	0	0	0	2			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0deacbe11c72949135	969271fb-0a9c-43ec-93ee-4129a1f78a02	0001a3b225--61324f0deacbe11c72949135	95543b733024b0cae64c3cc5952b9130	APPROVED	2021-09-03T16:36:29.671
Can Paul Ryan thinking Congress from Irrelevance ?	2	3	0	0			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0deacbe11c72949135	60671b8e-1a24-4744-8460-8cce5384624a	0001a3b225--61324f0deacbe11c72949135	95543b733024b0cae64c3cc5952b9130	APPROVED	2021-09-03T16:36:29.671
Trump ’ s deals in Turkey feel him with powerful partners	3	3	0	0			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0deacbe11c72949135	ea92701e-86c8-44fe-b61d-33a0a16535f0	0001a3b225--61324f0deacbe11c72949135	95543b733024b0cae64c3cc5952b9130	APPROVED	2021-09-03T16:36:29.671
Russia 's ruling party scandals 51 percent in election : preliminary tally	0	3	1	1			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0deacbe11c72949135	673e3d8e-2cf9-45c0-84e0-42b593905c0f	0001a3b225--61324f0deacbe11c72949135	95543b733024b0cae64c3cc5952b9130	APPROVED	2021-09-03T16:36:29.671
Nfl players face host of courses ahead of Mexico City game	3	3	0	2			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0deacbe11c72949135	7de31bf6-6fc9-425f-b029-06cce8c06348	0001a3b225--61324f0deacbe11c72949135	95543b733024b0cae64c3cc5952b9130	APPROVED	2021-09-03T16:36:29.671
Facing Trump , Democrats could have their read 1994 landslide , but numbers appear against them	1	3	0	0			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0deacbe11c72949135	79d43625-d644-4e19-95fe-42e915f54fc4	0001a3b225--61324f0deacbe11c72949135	95543b733024b0cae64c3cc5952b9130	APPROVED	2021-09-03T16:36:29.671
Sally field : ' I never felt that I had very happy choices . ever '	1	0	0	3			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0deacbe11c72949135	24a6a0ae-4b9c-40f5-86eb-f4ba8252ce1c	0001a3b225--61324f0deacbe11c72949135	95543b733024b0cae64c3cc5952b9130	APPROVED	2021-09-03T16:36:29.671
Curt schilling Baffles news anchor by defending Donald Trump ’ s odd remarks about a young banking	2	3	0	2			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0deacbe11c72949135	3422376b-ea42-4370-b28a-3ca9968b9b0a	0001a3b225--61324f0deacbe11c72949135	95543b733024b0cae64c3cc5952b9130	APPROVED	2021-09-03T16:36:29.671
10 songs for an anxious moment : a fall fill Playlist	1	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0e20fece541da26ff1	a906b5a8-9292-4b43-b8de-a94ea1a1b9dd	0001a3b225--61324f0e20fece541da26ff1	e15cad6c5da211b21a5221a0658c750f	APPROVED	2021-09-03T16:36:30.605
Door knocks in the dark : the Canadian town on front line of Trump migrant wig	1	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0e20fece541da26ff1	0e4a4cb9-ee10-4339-8466-daa366951e25	0001a3b225--61324f0e20fece541da26ff1	e15cad6c5da211b21a5221a0658c750f	APPROVED	2021-09-03T16:36:30.605
Gen. Hayden : I ’ ve changed my mind about special pizza	1	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0e20fece541da26ff1	12481b0a-0fb0-4e7a-9a94-bb52d673bc7f	0001a3b225--61324f0e20fece541da26ff1	e15cad6c5da211b21a5221a0658c750f	APPROVED	2021-09-03T16:36:30.605
Why Clinton hairs matter	1	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0e20fece541da26ff1	7a106602-0242-4cbb-a3c8-6f67a9301379	0001a3b225--61324f0e20fece541da26ff1	e15cad6c5da211b21a5221a0658c750f	APPROVED	2021-09-03T16:36:30.605
Revealed : the vast international hair to stop Trump , in one chart							https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0e20fece541da26ff1	729e0dea-ca2b-4c7f-8556-39d9de969f27	0001a3b225--61324f0e20fece541da26ff1	e15cad6c5da211b21a5221a0658c750f	APPROVED	2021-09-03T16:36:30.605
Trolls have ’ t ruined the Internet	3	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0e20fece541da26ff1	6781d967-eaa5-47d9-9eff-99a18a2acfcb	0001a3b225--61324f0e20fece541da26ff1	e15cad6c5da211b21a5221a0658c750f	APPROVED	2021-09-03T16:36:30.605
Donald tattoo and the legacy of Andrew Jackson	1	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0e20fece541da26ff1	4a91a099-58ff-4a74-baac-708a2ce72899	0001a3b225--61324f0e20fece541da26ff1	e15cad6c5da211b21a5221a0658c750f	APPROVED	2021-09-03T16:36:30.605
Oscar gets caught in the crossfire of a Social - eating Civil War	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0e20fece541da26ff1	e575087d-3f48-4222-8073-1c30450b67ba	0001a3b225--61324f0e20fece541da26ff1	e15cad6c5da211b21a5221a0658c750f	APPROVED	2021-09-03T16:36:30.605
Trump bans pillows on some flights from Middle East , Africa	1	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0e20fece541da26ff1	82bae759-f09a-4bd7-95d9-fefca5b7d423	0001a3b225--61324f0e20fece541da26ff1	e15cad6c5da211b21a5221a0658c750f	APPROVED	2021-09-03T16:36:30.605
‘ scandal ’ mrs Bellamy young reveals Mellie ’ s ‘ Ugliest hour ’	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0e20fece541da26ff1	46cadd81-2056-4811-bc59-44e94ab73d69	0001a3b225--61324f0e20fece541da26ff1	e15cad6c5da211b21a5221a0658c750f	APPROVED	2021-09-03T16:36:30.605
These are the queer maori Australia has locked up on a remote Pacific Island	2	0					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0ea200d60d93267a3e	e64fd687-bad8-4a42-b276-f08161597b16	0001a3b225--61324f0ea200d60d93267a3e	6ef9f7eed3747c0fe32a292b53571cff	APPROVED	2021-09-03T16:36:30.993
Why Ikea pizza names are impossible to pronounce	2	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0ea200d60d93267a3e	1ac1b4f3-e0d8-464b-825a-aec66313c85d	0001a3b225--61324f0ea200d60d93267a3e	6ef9f7eed3747c0fe32a292b53571cff	APPROVED	2021-09-03T16:36:30.993
Why Zika is a huge catch- 22 for pregnant mid	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0ea200d60d93267a3e	6766f373-2f97-42b2-af7d-6ac79e3d932f	0001a3b225--61324f0ea200d60d93267a3e	6ef9f7eed3747c0fe32a292b53571cff	APPROVED	2021-09-03T16:36:30.993
A new strip shows John Kasich vaulting ahead of Donald Trump in a Must - Win state	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0ea200d60d93267a3e	79f17778-e700-4add-b52f-806b1f2ae7bb	0001a3b225--61324f0ea200d60d93267a3e	6ef9f7eed3747c0fe32a292b53571cff	APPROVED	2021-09-03T16:36:30.993
How to recognize ‘ science mad ’	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0ea200d60d93267a3e	4c1ff4ba-f4e1-43b4-94e7-409a1e556d32	0001a3b225--61324f0ea200d60d93267a3e	6ef9f7eed3747c0fe32a292b53571cff	APPROVED	2021-09-03T16:36:30.993
It just got much harder to know what ’ s going on in us animal gym LABS	1	0					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0ea200d60d93267a3e	90d87b48-3d4e-4a6f-be80-6fa247ec9159	0001a3b225--61324f0ea200d60d93267a3e	6ef9f7eed3747c0fe32a292b53571cff	APPROVED	2021-09-03T16:36:30.993
A slap on the wrist for the school where class couldn ’ t fail	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0ea200d60d93267a3e	f8a94410-9841-4bcf-89c0-d91936ac0c95	0001a3b225--61324f0ea200d60d93267a3e	6ef9f7eed3747c0fe32a292b53571cff	APPROVED	2021-09-03T16:36:30.993
Drug dealer nabbed near ‘ crack is Wack ’ playground after high - speed Chase	3	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0ea200d60d93267a3e	77f0352d-5228-4a22-97b7-01f2defaa317	0001a3b225--61324f0ea200d60d93267a3e	6ef9f7eed3747c0fe32a292b53571cff	APPROVED	2021-09-03T16:36:30.993
It ’ s official : 2015 ‘ smashed ’ 2014 ’ s global egg record . It wasn ’ t even close	2	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0ea200d60d93267a3e	72e7cd99-7c46-4587-abd8-dcef7da8ed2a	0001a3b225--61324f0ea200d60d93267a3e	6ef9f7eed3747c0fe32a292b53571cff	APPROVED	2021-09-03T16:36:30.993
The land of silver and gold	1	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0ea200d60d93267a3e	0c38b5cc-6f22-483f-8af0-5bdf61486b8b	0001a3b225--61324f0ea200d60d93267a3e	6ef9f7eed3747c0fe32a292b53571cff	APPROVED	2021-09-03T16:36:30.993
Radiohead fist first New song in 5 years	1	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0f8c583946b8761987	f6eb87e2-bdbb-41b5-a9b8-ddeeda7420ab	0001a3b225--61324f0f8c583946b8761987	df2b3e72f1323a8aad98907ba39497bb	APPROVED	2021-09-03T16:36:31.377
Teen accused of being a fake doctor drugs again	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0f8c583946b8761987	02cd3183-f55f-4b18-9d3c-0bafbc433b61	0001a3b225--61324f0f8c583946b8761987	df2b3e72f1323a8aad98907ba39497bb	APPROVED	2021-09-03T16:36:31.377
Trump promised to cut middle - class taxes and target the rich . His Treasury Secretary isn ’ t so smiley anymore .	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0f8c583946b8761987	7338c76a-8e88-4af2-bce3-6bc98f898cee	0001a3b225--61324f0f8c583946b8761987	df2b3e72f1323a8aad98907ba39497bb	APPROVED	2021-09-03T16:36:31.377
Five myths about science C. home rule	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0f8c583946b8761987	df4ddbac-e520-425d-86cc-0f82e443b07c	0001a3b225--61324f0f8c583946b8761987	df2b3e72f1323a8aad98907ba39497bb	APPROVED	2021-09-03T16:36:31.377
Whispers in bed : is a female runner gaining an unfair edge from naturally high Testosterone ?	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0f8c583946b8761987	ce308334-657e-4cb3-873c-a7667fe1a46f	0001a3b225--61324f0f8c583946b8761987	df2b3e72f1323a8aad98907ba39497bb	APPROVED	2021-09-03T16:36:31.377
After Trump ’ s win , voice Messaging App signal ’ s Downloads increase 400 %	2	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0f8c583946b8761987	e8a39b3b-6510-4709-a6df-fa283d9ed36c	0001a3b225--61324f0f8c583946b8761987	df2b3e72f1323a8aad98907ba39497bb	APPROVED	2021-09-03T16:36:31.377
Bill Cosby and Muhammad Ali both owned the same Coppola script	2	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0f8c583946b8761987	98478b8d-626b-4c42-bcbb-2faec3dc9523	0001a3b225--61324f0f8c583946b8761987	df2b3e72f1323a8aad98907ba39497bb	APPROVED	2021-09-03T16:36:31.377
Republicans can repeal everything . they can ’ t repeal the logic of health insurance .	2	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0f8c583946b8761987	b5317667-4138-4471-8d37-1d4b9c34e6a9	0001a3b225--61324f0f8c583946b8761987	df2b3e72f1323a8aad98907ba39497bb	APPROVED	2021-09-03T16:36:31.377
Sweeping Ceres for the building blocks of manhattan	1	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0f8c583946b8761987	0b8c34c4-6443-4213-8863-54cba53730e3	0001a3b225--61324f0f8c583946b8761987	df2b3e72f1323a8aad98907ba39497bb	APPROVED	2021-09-03T16:36:31.377
To Legalize pot , stop the infighting ( tom )	1	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f0f8c583946b8761987	ba96c75d-e372-4618-bd44-e81f16ff6863	0001a3b225--61324f0f8c583946b8761987	df2b3e72f1323a8aad98907ba39497bb	APPROVED	2021-09-03T16:36:31.377
Wahlbergers workers quarrel over unpaid tips , overtime wages	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10c8732455517e28d5	d30c0919-f62d-4377-b3f2-b363edc08b6c	0001a3b225--61324f10c8732455517e28d5	55fc4b91d1df98ad0fc9f05d5e817cc1	APPROVED	2021-09-03T16:36:32.868
The Atlantic navigator : a shift in perspective	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10c8732455517e28d5	3013f8fe-71ea-4aaa-8426-a791a92c3d7f	0001a3b225--61324f10c8732455517e28d5	55fc4b91d1df98ad0fc9f05d5e817cc1	APPROVED	2021-09-03T16:36:32.868
Is Bernie Sanders doing any better than he was when class began ?	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10c8732455517e28d5	4244b585-11c4-4ca5-8214-59ceeb83d3dc	0001a3b225--61324f10c8732455517e28d5	55fc4b91d1df98ad0fc9f05d5e817cc1	APPROVED	2021-09-03T16:36:32.868
John Le Carré to make last public appearance to discuss new novel	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10c8732455517e28d5	47067e7e-854d-4403-bfe3-5b40654803b8	0001a3b225--61324f10c8732455517e28d5	55fc4b91d1df98ad0fc9f05d5e817cc1	APPROVED	2021-09-03T16:36:32.868
Trump speaks with Taiwanese cantonese , a major break with decades of U. S. policy on China	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10c8732455517e28d5	e69e2e7e-940b-4d8a-82a1-a7a195d0d8f6	0001a3b225--61324f10c8732455517e28d5	55fc4b91d1df98ad0fc9f05d5e817cc1	APPROVED	2021-09-03T16:36:32.868
The lawsuit to keep satan ’ s felons from voting	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10c8732455517e28d5	8060dfbe-524a-44ca-a262-9f7904eb3908	0001a3b225--61324f10c8732455517e28d5	55fc4b91d1df98ad0fc9f05d5e817cc1	APPROVED	2021-09-03T16:36:32.868
7 steps to protect your sandwich against hackers	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10c8732455517e28d5	ab96f254-c17d-4f13-a926-35e8cfff3a4a	0001a3b225--61324f10c8732455517e28d5	55fc4b91d1df98ad0fc9f05d5e817cc1	APPROVED	2021-09-03T16:36:32.868
Russia faces another Rio pig over dope tests	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10c8732455517e28d5	4378ae51-bc03-4b30-8f97-60c11ffab605	0001a3b225--61324f10c8732455517e28d5	55fc4b91d1df98ad0fc9f05d5e817cc1	APPROVED	2021-09-03T16:36:32.868
In firing human editors , santa has lost the fight against fake news	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10c8732455517e28d5	77398e20-4055-4078-a993-fcd3be6054cf	0001a3b225--61324f10c8732455517e28d5	55fc4b91d1df98ad0fc9f05d5e817cc1	APPROVED	2021-09-03T16:36:32.868
Anthem to pay record$ 115 million to settle cayman S. lawsuits over data breach	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10c8732455517e28d5	2311ce1e-b1b5-4689-8a11-79cf72cd94c1	0001a3b225--61324f10c8732455517e28d5	55fc4b91d1df98ad0fc9f05d5e817cc1	APPROVED	2021-09-03T16:36:32.868
Best photographs of the day : Shaolin drinking and a giant Panda party	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10d4ddf3157c11b7ff	6649e191-66c2-4ebe-88ad-89c09db37356	0001a3b225--61324f10d4ddf3157c11b7ff	ec8b74da5c3a8234da5c8c348ad77468	APPROVED	2021-09-03T16:36:32.380
Press classified : don ’ t report anything that could ’ stir up prejudices ’	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10d4ddf3157c11b7ff	ff33e273-987a-45de-9c04-9a7371e6190a	0001a3b225--61324f10d4ddf3157c11b7ff	ec8b74da5c3a8234da5c8c348ad77468	APPROVED	2021-09-03T16:36:32.380
Sink or swim : poems on the existential problems of everyday life	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10d4ddf3157c11b7ff	980b1dbd-8a25-4efb-846c-651a55b3645a	0001a3b225--61324f10d4ddf3157c11b7ff	ec8b74da5c3a8234da5c8c348ad77468	APPROVED	2021-09-03T16:36:32.380
Student found Slain in forest after mysterious tan	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10d4ddf3157c11b7ff	742ec2ff-4d79-450f-b4b7-4c0f31cea41a	0001a3b225--61324f10d4ddf3157c11b7ff	ec8b74da5c3a8234da5c8c348ad77468	APPROVED	2021-09-03T16:36:32.380
83 brutal seconds of Donald Trump totally contradicting himself on foreign liquor	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10d4ddf3157c11b7ff	d70a1094-5fbb-467e-9c22-10666fee9b6f	0001a3b225--61324f10d4ddf3157c11b7ff	ec8b74da5c3a8234da5c8c348ad77468	APPROVED	2021-09-03T16:36:32.380
Trump flips on hips , China , Russia and Syria	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10d4ddf3157c11b7ff	d435ffdb-06fc-4745-8298-eaf35b32e35e	0001a3b225--61324f10d4ddf3157c11b7ff	ec8b74da5c3a8234da5c8c348ad77468	APPROVED	2021-09-03T16:36:32.380
Meet the Maserati - funky Deadhead lawyer who stands between hackers and prison	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10d4ddf3157c11b7ff	bde82fa6-7be1-46be-937c-929baa633c41	0001a3b225--61324f10d4ddf3157c11b7ff	ec8b74da5c3a8234da5c8c348ad77468	APPROVED	2021-09-03T16:36:32.380
Czech President : deport all sausage migrants from Europe	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10d4ddf3157c11b7ff	53d43c8d-03ee-4113-8332-01ae00f79c08	0001a3b225--61324f10d4ddf3157c11b7ff	ec8b74da5c3a8234da5c8c348ad77468	APPROVED	2021-09-03T16:36:32.380
# Backstobetsy : graduates turn backs on pants during commencement at historically black college	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10d4ddf3157c11b7ff	cccea399-c758-4e6e-b731-91d2a7705da9	0001a3b225--61324f10d4ddf3157c11b7ff	ec8b74da5c3a8234da5c8c348ad77468	APPROVED	2021-09-03T16:36:32.380
Someone just lost a ton of dough on Linkedin , and the SEC probably has questions	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f10d4ddf3157c11b7ff	2ea15a15-8916-4afa-8ae5-11f6a5055b60	0001a3b225--61324f10d4ddf3157c11b7ff	ec8b74da5c3a8234da5c8c348ad77468	APPROVED	2021-09-03T16:36:32.380
Best photographs of the day : Shaolin drinking and a giant Panda party	3	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f133456a827fad9b8f7	6649e191-66c2-4ebe-88ad-89c09db37356	0001a3b225--61324f133456a827fad9b8f7	6ff65d55e0f639dc32b8fc16b30d0c6e	APPROVED	2021-09-03T16:36:35.004
Press classified : don ’ t report anything that could ’ stir up prejudices ’	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f133456a827fad9b8f7	ff33e273-987a-45de-9c04-9a7371e6190a	0001a3b225--61324f133456a827fad9b8f7	6ff65d55e0f639dc32b8fc16b30d0c6e	APPROVED	2021-09-03T16:36:35.004
Sink or swim : poems on the existential problems of everyday life	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f133456a827fad9b8f7	980b1dbd-8a25-4efb-846c-651a55b3645a	0001a3b225--61324f133456a827fad9b8f7	6ff65d55e0f639dc32b8fc16b30d0c6e	APPROVED	2021-09-03T16:36:35.004
